Gene.symbol,Gene.ID,adj.P.Val,logFC
BCKDHA,593,0.584522079243927,0.790051864532889
QSER1,79832,1,0.790051834395694
HLA-C///HLA-B///HLA-C///HLA-B,3107///3106///3107///3106,0.00303426181870864,-0.790012182543078
,,1,0.789912513006807
,,1,-0.789709024994331
CA4,762,1,-0.789708306453512
GRSF1,2926,1,0.78970157323129
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,644019///445571///220869///150472///55871///644019///445571///220869///55871,1,-0.789279983183672
,,1,-0.789166974069159
,,1,-0.788906452802719
ZNF92,168374,1,-0.788761567420634
ATG2B,55102,1,-0.788719912868478
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4,106660613///100133050///100049076///728411///653188///387036///11042///11039///653188///11042///11039,1,0.788715687510209
,,1,0.788700204394553
,,1,-0.78855855542177
GALNT1,2589,0.314932613893579,0.788478798195012
NDUFA2,4695,1,-0.78833998890136
,,0.414789600195909,-0.788331971374147
TCAF1,9747,1,0.788314384818597
C1orf52,148423,0.000629376491256198,-0.788244465395693
GZMH,2999,1,-0.78819282707483
SEC16B,89866,1.28361150894434e-05,0.788173480212023
PPM1H,57460,1,0.788111806835603
,,1,-0.788064941993197
ZNF699,374879,1,-0.788039269431972
LAX1,54900,1,-0.787901448212011
PTMA///PTMA,5757///5757,1,0.787872033873017
THEMIS2,9473,1,-0.787732350968253
ZBTB25,7597,1,-0.787725154920634
CCDC169-SOHLH2///SOHLH2,100526761///54937,0.0268685647609904,0.787713765639457
TRH,7200,1,0.787659912700678
,,1,-0.787566964778912
PKN3,29941,0.128510752520689,0.787460822293657
TBCE,6905,0.60775012319442,0.787012463138323
LOC100505549,100505549,1,-0.786919276624719
ZNF718///ZNF595,255403///152687,1,-0.78682486553288
,,1,0.786767474066894
IL24,11009,1,-0.786716914467119
LOC102724507///LOC100509620///AQP7P1///AQP7,102724507///100509620///375719///364,1,-0.786677906719952
CNEP1R1,255919,1,-0.786628839335595
EFCAB14,9813,0.222433694574655,-0.78657185778799
,,0.0060492286408616,-0.786483611856009
ASPRV1,151516,1,-0.786292012049884
PRKXP1,441733,1,-0.785964504675737
NCF2,4688,1,0.785958619378686
IL23A,51561,1,-0.785671687970519
ARF5,381,1,-0.785488377358272
UTP4,84916,1,0.78535217257823
,,1,0.785302363629254
HSPA9,3313,1,0.785160282456918
EIF2B3,8891,1,0.785130728213148
EIF3L,51386,1,0.785101112354873
TCTN3,26123,1,0.78509141289456
SHKBP1,92799,1,-0.785016429027209
,,1,-0.78497198787188
SCFV///IGLJ3///IGHV3-23///IGHV4-31///IGHM///IGHG2///IGHG1///IGHA1///SCFV///C14orf99///IGK///IGKV3-20///IGHV3-23///IGHV3-30///IGHV3-48///IGHV3-75///IGHV3-69-1///IGHV3OR16-7,652070///28831///28442///28396///3507///3501///3500///3493///652070///317730///50802///28912///28442///28439///28424///28407///28402///28309,1,0.784935014916099
LACTB2,51110,1,-0.784916463312927
ZNF540,163255,1,-0.784807725545351
TOP2B,7155,0.540766286409479,0.784749431641725
PSMB10,5699,0.521357144134006,-0.784725230479591
,,1,0.784656594358277
,,1,-0.784585941384353
,,0.567800554757625,-0.784529122674599
,,1,-0.784465364815194
ACSL1,2180,1,0.784460056411564
,,1,-0.784446956914963
RORC,6097,1,-0.784311419742632
,,0.753662770149403,0.784262136236965
LOC728554///THOC3,728554///84321,1,0.784145692168933
,,1,-0.784108359655328
RFC4,5984,1,0.783980282166671
ATG9A,79065,0.000409416722677763,-0.783924226332198
SLC22A20,440044,0.406066909521614,0.783661982243768
SNRNP40,9410,1,0.783631537299327
MYH10,4628,1,0.783382980139458
,,1,-0.783358273947843
IKBIP,121457,1,-0.783323575346937
PPP1R3B,79660,1,-0.783053804540815
,,1,-0.78282556509637
NIN,51199,0.206322034960144,-0.782693707943318
VIPR1,7433,1,-0.782649314565758
LIN37,55957,0.781959043508834,-0.782471135772106
,,1,0.782382168790254
USP5,8078,1,0.782156661640589
TESC,54997,1,0.782082891697281
CLDN10,9071,1,0.782016497339002
MSR1,4481,1,0.781962166397957
PPP3CC,5533,1,-0.781924817412696
,,1,0.781883567680271
,,1,-0.781695883697281
RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSAP52///RPSA,100128888///730029///653162///388524///220885///204010///3921,1,0.78158762121088
LILRA5,353514,1,-0.781353577018139
CD19,930,1,-0.781303723919499
,,1,-0.781252623453515
PARD6B,84612,1,-0.781234567517006
MT1M,4499,1,-0.781130951436507
ANP32E,81611,1,0.78088772525964
,,1,0.780876045333333
KDM6B,23135,1,-0.780817866901357
,,1,-0.780761691876415
HECA,51696,0.575043094576156,-0.780646410676872
TRIM52,84851,0.0157727725351328,-0.780538716854873
NAA35,60560,1,0.780102709079366
,,1,-0.780031975993198
F3,2152,0.162363779273178,0.779671158984127
HMGN2,3151,1,0.779661044785717
,,1,-0.779577299684803
,,1,0.779528690197283
MAPKAPK3,7867,1,0.779452193273248
,,1,0.779414622219953
,,0.810249801912516,0.779397692999993
TRMT1,55621,1,0.779281596581638
,,1,0.779215615236962
MAPK1,5594,1,-0.77920647243764
RPL29,6159,1,0.779006617336734
MTX2,10651,1,0.778918837894557
SEMA3C,10512,1,-0.778901490543086
RGL2,5863,1,-0.778874702952383
,,1,0.778744215832197
AARS,16,1,0.77849015951474
SUOX,6821,1,0.778417048433108
NCOA1,8648,1,-0.778409534729027
ZNF90,7643,1,-0.778393418891153
RPL15,6138,1,0.778136060493205
TMX1,81542,0.101844941351619,0.778085240297061
,,1,0.778059409773244
AMIGO1,57463,1,-0.777994440954648
PROS1,5627,1,0.777761408514739
,,1,-0.777760653224489
PHF21A,51317,1,-0.777705597349202
,,1,-0.777702498049884
ARRDC3,57561,1,-0.777530388725621
ISM1,140862,1,-0.77745694008957
,,1,0.777297289739233
,,1,-0.777189904730159
GDI1,2664,0.14001133384337,-0.777162095654191
GTF2H2C_2///GTF2H2C///GTF2H2B///GTF2H2,730394///728340///653238///2966,1,-0.777113506965986
,,1,0.777074840442177
CLUH,23277,0.164126176958457,0.776948339462587
PHB2,11331,1,0.776914412396831
ZSCAN9,7746,1,0.776825031180269
UBALD2,283991,0.257213793915281,-0.776790493001135
SNX5,27131,0.0206767131759197,0.776760972261909
PRMT5,10419,0.000400704669286469,0.776723243634923
PHC1,1911,1,-0.776702119921767
SNORA40///TAF1D,677822///79101,1,0.776583669558959
SNHG17///SNORA71B,388796///26776,1,0.776581027167799
,,1,-0.776426549174601
PDIK1L,149420,1,0.776261843555557
HDLBP,3069,3.61971168337257e-08,0.776226100970524
,,1,0.776186456895689
EME1,146956,0.000106620308106924,0.775984362207484
RPS6KB2,6199,5.52948948320955e-08,-0.775976395074828
DBP,1628,0.0254653199750839,-0.775687630001133
FZD6,8323,1,0.775401676361676
KCTD11///ACAP1,147040///9744,1,-0.77527817980272
,,1,-0.774872544346938
,,1,-0.774832572699546
,,1,-0.774767916196142
,,1,-0.774689209773243
SLC39A13,91252,0.00759189624410176,-0.774611055707481
,,1,0.774589688985265
HIST2H2AC,8338,0.144063051272058,0.774540403315196
,,1,0.774507253291385
GTF3C4,9329,1,0.774413757918365
TSPAN33,340348,1,0.774390219986397
ALYREF,10189,0.609462428704132,0.774220394024949
,,1,0.773993139153061
,,1,-0.773968504316324
UBE2Q2,92912,1,0.773783555128124
LANCL3,347404,0.815466803826112,0.773662214162134
TRMT1L,81627,1,-0.773598671586164
,,1,0.773517676428574
,,1,-0.773458979240362
GSTM1,2944,1,-0.773430633766439
CHCHD3,54927,1,0.773387589802728
,,1,-0.773327218172339
MBTPS2///MBTPS2,51360///51360,1,0.773230732628117
ROPN1L,83853,1,-0.773177525612242
FAM35DP///FAM35BP///FAM35A,439965///414241///54537,1,0.773027613249435
ETFA,2108,0.00169936499276355,0.773020500213149
,,1,0.772973816280045
MRPS16,51021,1,0.772900292982991
ART4,420,1,0.772564638798189
GNG7,2788,1,-0.772525625311792
C2,717,1,0.772163763023809
TMEM185B,79134,0.0028468106334642,-0.77206571312131
,,1,0.771961663776644
TKT,7086,1,0.771916658487532
PAPSS2,9060,1,0.77178535281746
,,1,0.771719206594106
NSUN4,387338,0.770293523510883,0.771491909587304
CCNF,899,0.430381792760699,0.771459782917236
ACRC,93953,1,-0.771335796561224
ZNF816-ZNF321P///ZNF321P,100529240///399669,1,0.771331601226759
,,1,0.771318757917237
NUFIP1,26747,1,0.771161588538548
GSTT1,2952,1,-0.771153390225621
RSBN1L,222194,1,-0.771142745534017
OSTC,58505,1,0.771104167527218
TRIM45,80263,0.113466581315975,0.771052048339005
,,0.495469862412614,0.771016704875292
,,1,0.770981211112245
TIGAR,57103,1,-0.77093036699546
PIP4K2C,79837,1,-0.770834371547616
RPS2,6187,1,0.77078110044898
,,1,-0.770685209667802
GABARAPL2,11345,0.0890539937677585,-0.770563115840137
FHL3,2275,1,0.770461698704087
PIAS1,8554,1,-0.770439007230157
FAM134C,162427,1,-0.770403655436507
CLDND1,56650,0.0698002331691516,-0.770138916944438
HIST1H2BK,85236,1,0.769319646311788
ANXA6,309,1,-0.769317106290245
LIMS1,3987,0.315003147278098,0.769306534757373
MBOAT7,79143,1,0.769234506834472
,,0.376753925107248,-0.769191910831061
ZNF75A,7627,1,-0.769125378996599
CDH23,64072,1,-0.768792727867345
SERINC5,256987,1,-0.768667410360542
,,1,0.768410543244896
,,1,0.768179715836737
CDC25B,994,1,-0.768173605814053
,,0.126420220180801,-0.768116870749434
,,1,-0.768085938997728
C7orf26,79034,1.39243127711944e-07,-0.768018273727891
DUSP14,11072,1,0.768015695712019
,,1,-0.767678681097504
,,1,-0.767670529242631
RAD23A,5886,1,0.76757444356576
PRSS21,10942,1,0.767506672075964
CELF2-AS1,414196,1,-0.767466273157598
ZW10,9183,1,0.767241687333335
,,1,-0.767079251159867
C18orf54,162681,1,0.766934590447847
,,1,0.766832224309524
STK10,6793,1,-0.766789374783443
,,0.204614947828655,0.766744308755111
KIAA1109,84162,0.00522948740918691,-0.766611455375282
TBCC,6903,0.0801656490759872,-0.766534739210885
GAPDH,2597,0.000163959536154697,0.766454617074841
LAT2,7462,1,0.766408663043083
TSC22D1,8848,1,0.765666902523814
INSL3,3640,1,-0.765624723303853
,,0.0847910138367769,0.765617476724492
SFI1,9814,0.229877687422538,-0.765503106702945
FANK1,92565,0.668970943733831,0.765452210589571
RBKS,64080,1,0.765345342961453
ZNF181,339318,1,-0.765337559676866
ARHGAP18,93663,1,0.765269367009076
P4HB,5034,0.159451696147305,0.765258119098648
PRIM2,5558,1,0.76525299698186
,,1,-0.765052337411563
,,1,-0.764870641122451
,,1,-0.764794360690476
,,1,0.764516017585035
PGBD2,267002,1,-0.764035488807259
HIST1H1T,3010,1,0.763938538824261
,,1,-0.763593250088434
ZNF670,93474,1,0.763575329285715
TSEN34,79042,1,-0.763464565427438
,,1,-0.76345266190136
EHMT2,10919,1,0.763441953750568
CCDC150,284992,1.21991627011291e-08,0.763345556757367
,,1,0.763281049291385
PRKCB,5579,1,-0.762974609527202
GPC6,10082,1,0.762852268621317
MYO18A///TIAF1,399687///9220,7.50592168241521e-06,0.76276814349093
UQCRH,7388,0.783146571225256,0.762763426875285
FAM98B,283742,1,0.762604638803849
,,1,-0.762414834365081
MORN3,283385,0.11399550330939,-0.762272024404759
ZNF221,7638,0.309250074869938,0.762241260028345
AVL9,23080,0.00582815798665976,-0.762203691924039
SYTL2,54843,1,-0.762174147958048
CAND1,55832,1,0.762158051034009
,,1,0.761864890328804
SLC27A6,28965,1,0.761789823344673
UTP3,57050,1,0.761769009229029
,,1,-0.761575858121315
C17orf53,78995,0.0978324866300752,0.761477978752835
MYL6B,140465,0.245686538686112,0.76129552517574
MFSD8,256471,1,-0.761109014875285
MRPL42,28977,1,0.760810460079371
,,1,-0.760663637358275
ZMYND11,10771,1,0.760625851685942
AKAP10,11216,0.0420642801554378,-0.760623501217685
CARMIL1,55604,1,-0.760405010528345
GCNT1,2650,1,0.760397179443316
GAS7,8522,1,0.760363335012478
,,1,-0.760152440845805
SLC45A4,57210,1,-0.760023708494334
PPP2R2B,5521,1,-0.760018760504531
RPP30,10556,1,0.759825496280048
HAUS6,54801,1,0.759760091158732
HS6ST1,9394,1,0.759623343083902
UNC13B,10497,0.103420361456462,0.759620866353746
SNRK,54861,1,-0.759543261899092
PHF2,5253,0.204398660542844,-0.759408944535143
SGPP2,130367,1,-0.759405719834466
TTC21A,199223,1,-0.759317592436507
NQO2,4835,1,-0.759041442596375
TMEM69,51249,1,0.759012764988659
,,1,-0.758947078055556
CCDC186,55088,1,-0.758906795702944
LOC100289656///DEXI,100289656///28955,1,0.758585704353743
,,1,0.75854972987075
CXCL12,6387,1,0.758510081056693
BCAS4,55653,0.00907269133921749,-0.758218109965988
SPRYD7,57213,1,0.758090070248302
DCTD,1635,1,0.758028852163266
DXO,1797,0.00197752668395616,-0.757799501192747
,,0.0725014713667007,0.757701896540818
ID1,3397,1,0.757599060717686
PSMD12,5718,0.00543596196578343,0.757450569561223
UBE2E1,7324,0.128408527754286,0.757355221509072
SNX9,51429,1,-0.757303606623579
MAN2B1,4125,1,0.757290466399096
,,1,-0.757203175994326
HEY1,23462,1,-0.757075727692744
,,1,-0.75706537066326
POLD1,5424,0.00010697974846734,0.757012655583903
MTFMT,123263,0.150217617614624,-0.757004030939908
ATP6V0E2-AS1,401431,0.731240564367372,-0.756940629346942
WAS,7454,1,-0.756878653024938
ZNF180,7733,0.126087187212881,-0.756726268799318
BBS9,27241,1,-0.756667834882082
LYRM4,57128,1,0.756530088735833
,,1,0.756421586794788
CCDC144CP///CCDC144NL///CCDC144B///CCDC144A,348254///339184///284047///9720,1,0.756392028502268
HERC3,8916,1,-0.756283592888886
ARHGAP23,57636,1,0.756272730956915
IKZF2,22807,1,-0.756058952748299
DUS2,54920,1,-0.755912064594103
EEF2,1938,1,0.755868638943319
,,1,-0.755688616155329
CACNA1E,777,1,-0.755417078210881
ZNF496///ZNF496,84838///84838,6.51354837208002e-05,0.755338092214287
FPR2,2358,1,-0.755145872086168
RPS3,6188,1,0.755097591736972
PDLIM2,64236,0.523249619174543,-0.754893612095238
,,1,-0.754727616397962
RUVBL1///RUVBL1,8607///8607,1,0.754695239502268
GLDC,2731,1,-0.754665574315192
OLFM2,93145,1,-0.754564396741498
ZNF720,124411,1,-0.754413497937641
SEPT9,10801,1,-0.754257788317465
,,1,0.754184706710891
SRSF8,10929,1,-0.754047990820859
CPM,1368,1,0.753960344287982
SLC35A3,23443,1,0.753849553612246
RNPEPL1,57140,0.290419727554091,-0.75382389570748
ANGPT2,285,1,0.753821431053288
,,1,0.75324744780499
,,1,-0.753085516290247
,,1,0.752992813997734
H2AFX,3014,0.00638056445184974,0.75299156559297
,,1,-0.752987288270972
ABI3,51225,1,-0.752821065242631
,,1,-0.752791024391154
RRBP1,6238,0.125250447637579,0.752717830541952
TMEM55A,55529,1,-0.752641757743763
OAS1,4938,1,-0.752631867698409
SLC9A8,23315,1,-0.752559918183668
TRMT6,51605,1,0.7522574594898
SNORA55,677834,0.0126199715175502,0.752052728985264
,,1,0.751987683048759
,,1,0.751786516303856
SLC22A17,51310,1,-0.751707214111111
PDE7A,5150,1,-0.751564003964856
ZNF674,641339,1,-0.751560100455779
ZFP37,7539,1,-0.751540015182542
CTSA,5476,1,0.751459338801592
MBD4,8930,1,-0.751346450543083
RFX3,5991,0.48577336157135,-0.751322322140586
TTC36,143941,0.0154219339934017,-0.751273806963719
ARHGAP26,23092,1,-0.751253737928573
RASAL3,64926,0.178550242231666,-0.750974833244897
,,1,-0.750937473391154
FBXO21,23014,1,-0.750887249664398
,,0.0046678540039063,0.750863983858278
RASSF8,11228,1,0.750692839642858
GCN1,10985,1,0.750665329021539
,,1,0.750560435263045
SLIRP,81892,1,0.750466890958055
TMEM106B,54664,1,-0.750442275443311
ARID4B,51742,1,-0.750362895701814
,,0.00856225134860264,-0.750251189604307
SNORD104,692227,1,-0.750244989221091
MPHOSPH10,10199,1,0.750168860995466
LOC400499,400499,1,-0.749963334978458
WDR5,11091,1,0.749804566526083
,,1,-0.749782162795916
C3orf14,57415,0.320551914524197,-0.749711494770974
DESI1,27351,1,-0.749679497865083
DHRS4L1///DHRS4L2///DHRS4,728635///317749///10901,1,0.749675742507931
,,1,-0.749654048487525
DAPK2,23604,1,-0.749652548316326
PADI2,11240,1,-0.749334441088435
RAB3IP,117177,1,-0.749271132301589
ZNF121,7675,1,0.749228224757374
SNORA40///TAF1D,677822///79101,1,-0.74910345394898
SLC12A4///LCAT,6560///3931,0.154692760394515,-0.74882920027551
,,1,0.748810325823129
SLC30A9,10463,0.294144777259732,0.748733878094106
,,1,0.748586154148522
,,1,0.748513080333337
,,1,-0.748503429040817
NHS,4810,1,-0.74834099370635
PERP,64065,1,-0.74831136939002
ZNF397,84307,1,-0.748309118540816
NANS,54187,1,0.748264271024945
METTL5,29081,1,0.748222795549887
XPO4,64328,1,0.748180988357144
SNORD81,26769,1,0.74810592757483
MIA3,375056,7.7001915723615e-06,-0.748083708207489
HNRNPF,3185,1,0.748022649196145
FLJ42627,645644,1,0.74791344618594
GIT2,9815,1,-0.7477293152483
CBLB,868,1,-0.74756044060884
SMPD3,55512,1,-0.747455754002268
PPME1,51400,0.0595531875247959,0.747441128971657
,,1,-0.74736307745805
LPGAT1,9926,1,-0.74734060418367
,,1,0.747087917208615
SNORD105,692229,1,-0.746930354178002
,,1,-0.746788023592963
PIGU///PIGU,128869///128869,1,0.746762948710892
CORO1B///PTPRCAP,57175///5790,1,0.746737611431977
,,1,0.746692736349206
C9orf131,138724,1,-0.746533416261904
,,1,-0.746504135386621
,,1,0.746402043604309
,,1,-0.746344851944439
PPP1R14B///LIMK2,26472///3985,0.0248744283196007,0.746306127590707
PRPF4,9128,0.261128716498706,0.746298468109984
,,1,-0.746242823010206
,,1,0.746134036725623
ZNF681,148213,1,-0.745932768832199
KLF13,51621,0.0226279945632049,-0.745664040566895
BCL9,607,1,-0.745521415385484
MATR3,9782,1,0.745240283782314
UBLCP1,134510,1,-0.745109459089571
TMEM260,54916,0.594502073732101,-0.744989757112241
MED24,9862,1,0.744822909794786
FRMPD3,84443,1,-0.744821086286848
DNAJC10,54431,1,0.744635432928574
PDE6G,5148,0.0753882126047249,0.744553545281183
TUSC2,11334,6.82229537925635e-06,-0.744456330701813
,,1,0.744241861834473
SSBP1,6742,1,0.744215618255106
ADGRA2,25960,1,0.744154804834465
NETO1,81832,1,-0.744109406810657
,,1,-0.74407431170748
SLC25A39,51629,1,0.743970540280049
SNRPE,6635,1,0.743906320367354
RGS1,5996,1,-0.743799586708611
FAM81B,153643,0.457767229790406,0.743752411551021
ZCCHC7,84186,1,-0.743692964052151
,,1,-0.743681337595239
FEZ2,9637,0.824351897014097,0.743634306778908
,,1,-0.743347700555555
SYTL1,84958,0.180490592163955,-0.743259590214282
INTU,27152,1,0.74320439021882
THAP1,55145,0.00317258767483995,-0.743187821122446
NDUFAB1,4706,1,0.743183611803858
,,1,0.743018040770979
,,1,-0.743010179680274
,,1,0.742898692789115
TRAP1,10131,1,0.74287321374377
PSMD3,5709,0.013536831361236,0.742853631811796
RBM33,155435,0.0192719131101049,-0.742806130458049
PYGO2,90780,0.113905089824094,-0.742767239001136
,,1,0.742652864818597
CYSLTR2,57105,1,0.742607257433113
SIRPB2,284759,1,0.742579416251701
SORCS3,22986,1,-0.742433647051018
,,0.13316310185081,0.742401089417233
,,1,0.742343051142853
CARNS1,57571,0.0227608081627672,-0.742249564748298
B3GALT2,8707,1,-0.742230174314056
SNRPD3,6634,1,0.742122752377546
,,1,-0.742044516056692
FKBP5///LOC285847///FKBP5,2289///285847///2289,1,0.742012307276653
IL11RA,3590,1,-0.742003791741493
ATF7IP,55729,1,-0.741893360146264
,,1,-0.741812899731292
METTL21B,25895,1,0.741609745006802
GYG1,2992,1,0.741438644592969
,,1,-0.741211727582766
WDR11,55717,1,0.741138383817458
UBR2,23304,1,-0.740779784066884
,,1,0.740740652173468
,,1,0.740691885719956
SUSD6,9766,1,-0.740624078740364
GOT2,2806,1,0.740612550564628
MSL3P1,151507,1,-0.740577303877551
PPRC1,23082,1,0.739806361617915
RGCC,28984,1,0.739726598235829
MGEA5,10724,1,-0.73965228072789
RPL7,6129,1,0.739397163174607
,,1,0.739319148537416
IDO1,3620,1,-0.739275745645123
COPS3,8533,1,0.739253289781184
DACH1,1602,1,0.739225838510204
PKI55,150967,1,-0.739173056948981
,,1,0.739127702995459
ORMDL2,29095,1,-0.739077714308391
RPL7L1,285855,1,0.738900414391158
,,1,0.738897338976191
OPA1,4976,0.294096782681444,0.738851730680281
SENP3-EIF4A1///EIF4A1,100533955///1973,0.838304293471182,0.738842158532879
ITGAV,3685,1,0.73881604863266
E2F6,1876,1,0.738710280289119
VWF,7450,1,0.738656571315193
,,1,-0.738587366032879
CHST10,9486,1,0.738571154981861
MPV17L,255027,0.731764822872245,0.738524796537416
TNFSF12-TNFSF13///TNFSF12///TNFSF13,407977///8742///8741,0.360028537932998,-0.738476723869609
,,1,-0.738415956750566
WDPCP,51057,1,0.738379605171207
TAPBPL,55080,0.0088001773192252,-0.738079295715421
LOC100128816,100128816,1,-0.737708551642853
LASP1,3927,1,-0.737656626299318
,,0.0500934064623382,-0.737489267039679
TNFAIP3,7128,1,-0.737423600956909
CAMK1D,57118,1,-0.737291757933106
ZNF767P,79970,0.256015546644057,-0.737291099134913
LOC554174,554174,1,0.737162575758502
,,1,-0.736935120345806
LILRA6,79168,1,-0.736911128136053
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1,100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3805///3804///3803///3802///3813///3812///3811///3810///3808///3802,1,-0.736701595515871
TMEM44,93109,0.0198042066353113,0.736504692821995
NOTCH1,4851,1,-0.736440704317456
RNF166,115992,1,-0.736332905314061
,,1,0.736292291384352
TAB2,23118,0.64327927562052,-0.735979260083898
,,1,-0.735966440414966
ATP1B3,483,1,0.735776341054422
SNORA20,677806,1,-0.735741324374144
LOC100130691,100130691,1,0.735699663082766
,,1,-0.735551697935373
,,1,-0.735522190723356
PLPPR3,79948,0.0263108756180088,0.735505870390029
CYP4V2,285440,1,-0.735322815651926
,,1,0.735284707456918
ANK1,286,1,0.735268779774378
